nodes,rels,k,s,eps,pb,averagedTime
101,0,1,1.9999750006249843,0.1,9999,2.176220655441284
201,0,1,1.9999750006249843,0.1,9998,2.1555495262145996
301,0,1,1.9999750006249843,0.1,9997,2.162471055984497
401,0,1,1.9999750006249843,0.1,9996,2.1223886013031006
501,0,1,1.9999750006249843,0.1,9995,2.1498470306396484
601,0,1,1.9999750006249843,0.1,9994,2.1763627529144287
701,0,1,1.9999750006249843,0.1,9993,2.1512718200683594
801,0,1,1.9999750006249843,0.1,9992,2.1774134635925293
901,0,1,1.9999750006249843,0.1,9991,2.175379753112793
1001,0,1,1.9999750006249843,0.1,9990,2.1639957427978516
1101,0,1,1.9999750006249843,0.1,9989,2.1764676570892334
1201,0,1,1.9999750006249843,0.1,9988,2.1678409576416016
1301,0,1,1.9999750006249843,0.1,9987,2.17391037940979
1401,0,1,1.9999750006249843,0.1,9986,2.133063554763794
1501,0,1,1.9999750006249843,0.1,9985,2.1740386486053467
1601,0,1,1.9999750006249843,0.1,9984,2.173945188522339
1701,0,1,1.9999750006249843,0.1,9983,2.1836276054382324
1801,0,1,1.9999750006249843,0.1,9982,2.171452760696411
1901,0,1,1.9999750006249843,0.1,9981,2.146108865737915
2001,0,1,1.9999750006249843,0.1,9980,2.1574859619140625
2101,0,1,1.9999750006249843,0.1,9979,2.166508674621582
2201,0,1,1.9999750006249843,0.1,9978,2.1861259937286377
2301,0,1,1.9999750006249843,0.1,9977,2.175875663757324
2401,0,1,1.9999750006249843,0.1,9976,2.1693179607391357
2501,0,1,1.9999750006249843,0.1,9975,2.1662487983703613
2601,0,1,1.9999750006249843,0.1,9974,2.203925371170044
2701,0,1,1.9999750006249843,0.1,9973,2.157634973526001
2801,0,1,1.9999750006249843,0.1,9972,2.1893720626831055
2901,0,1,1.9999750006249843,0.1,9971,2.153754949569702
3001,0,1,1.9999750006249843,0.1,9970,2.166724681854248
3101,0,1,1.9999750006249843,0.1,9969,2.2017102241516113
3201,0,1,1.9999750006249843,0.1,9968,2.1541106700897217
3301,0,1,1.9999750006249843,0.1,9967,2.1863925457000732
3401,0,1,1.9999750006249843,0.1,9966,2.1535935401916504
3501,0,1,1.9999750006249843,0.1,9965,2.1507327556610107
3601,0,1,1.9999750006249843,0.1,9964,2.184878349304199
3701,0,1,1.9999750006249843,0.1,9963,2.1541028022766113
3801,0,1,1.9999750006249843,0.1,9962,2.2005183696746826
3901,0,1,1.9999750006249843,0.1,9961,2.158452272415161
4001,0,1,1.9999750006249843,0.1,9960,2.1737184524536133
4101,0,1,1.9999750006249843,0.1,9959,2.1794004440307617
4201,0,1,1.9999750006249843,0.1,9958,2.1956024169921875
4301,0,1,1.9999750006249843,0.1,9957,2.1352880001068115
4401,0,1,1.9999750006249843,0.1,9956,2.1894798278808594
4501,0,1,1.9999750006249843,0.1,9955,2.1265392303466797
4601,0,1,1.9999750006249843,0.1,9954,2.1496593952178955
4701,0,1,1.9999750006249843,0.1,9953,2.1913788318634033
4801,0,1,1.9999750006249843,0.1,9952,2.17228102684021
4801,0,1,1.9999750006249843,0.1,9951,2.1351497173309326
4901,0,1,1.9999750006249843,0.1,9950,2.1493139266967773
5001,0,1,1.9999750006249843,0.1,9949,2.116398811340332
5101,0,1,1.9999750006249843,0.1,9948,2.0917580127716064
5201,0,1,1.9999750006249843,0.1,9947,2.1141855716705322
5301,0,1,1.9999750006249843,0.1,9946,2.0894811153411865
5401,0,1,1.9999750006249843,0.1,9945,2.0955798625946045
5501,0,1,1.9999750006249843,0.1,9944,2.0799882411956787
5601,0,1,1.9999750006249843,0.1,9943,2.1186697483062744
5701,0,1,1.9999750006249843,0.1,9942,2.1377179622650146
5801,0,1,1.9999750006249843,0.1,9941,2.1287243366241455
5901,0,1,1.9999750006249843,0.1,9940,2.099365234375
6001,0,1,1.9999750006249843,0.1,9939,2.1125540733337402
6101,0,1,1.9999750006249843,0.1,9938,2.1026089191436768
6201,0,1,1.9999750006249843,0.1,9937,2.1014394760131836
6301,0,1,1.9999750006249843,0.1,9936,2.145617723464966
6401,0,1,1.9999750006249843,0.1,9935,2.115086317062378
6501,0,1,1.9999750006249843,0.1,9934,2.0969595909118652
6601,0,1,1.9999750006249843,0.1,9933,2.1135473251342773
6701,0,1,1.9999750006249843,0.1,9932,2.097102165222168
6801,0,1,1.9999750006249843,0.1,9931,2.1287753582000732
6901,0,1,1.9999750006249843,0.1,9930,2.1176340579986572
7001,0,1,1.9999750006249843,0.1,9929,2.1456987857818604
7101,0,1,1.9999750006249843,0.1,9928,2.0951826572418213
7201,0,1,1.9999750006249843,0.1,9927,2.0882270336151123
7301,0,1,1.9999750006249843,0.1,9926,2.076279640197754
7401,0,1,1.9999750006249843,0.1,9925,2.0839335918426514
7501,0,1,1.9999750006249843,0.1,9924,2.115435838699341
7601,0,1,1.9999750006249843,0.1,9923,2.1204888820648193
7701,0,1,1.9999750006249843,0.1,9922,2.099560260772705
7801,0,1,1.9999750006249843,0.1,9921,2.114288091659546
7901,0,1,1.9999750006249843,0.1,9920,2.0718181133270264
8001,0,1,1.9999750006249843,0.1,9919,2.0560755729675293
8101,0,1,1.9999750006249843,0.1,9918,2.072108030319214
8201,0,1,1.9999750006249843,0.1,9917,2.0851240158081055
8301,0,1,1.9999750006249843,0.1,9916,2.0658621788024902
8401,0,1,1.9999750006249843,0.1,9915,2.0806100368499756
8501,0,1,1.9999750006249843,0.1,9914,2.0655648708343506
8601,0,1,1.9999750006249843,0.1,9913,2.072153329849243
8701,0,1,1.9999750006249843,0.1,9912,2.0839383602142334
8801,0,1,1.9999750006249843,0.1,9911,2.082361936569214
8901,0,1,1.9999750006249843,0.1,9910,2.0771403312683105
9001,0,1,1.9999750006249843,0.1,9909,2.086700916290283
9101,0,1,1.9999750006249843,0.1,9908,2.0893304347991943
9201,0,1,1.9999750006249843,0.1,9907,2.059959650039673
9301,0,1,1.9999750006249843,0.1,9906,2.0702271461486816
9401,0,1,1.9999750006249843,0.1,9905,2.0724005699157715
9501,0,1,1.9999750006249843,0.1,9904,2.065891742706299
9501,0,1,1.9999750006249843,0.1,9903,2.0695180892944336
9601,0,1,1.9999750006249843,0.1,9902,2.0775091648101807
9701,0,1,1.9999750006249843,0.1,9901,2.0563981533050537
9801,0,1,1.9999750006249843,0.1,9900,2.057229995727539
9901,0,1,1.9999750006249843,0.1,9899,2.0752978324890137
10001,0,1,1.9999750006249843,0.1,9898,2.078054666519165
10101,0,1,1.9999750006249843,0.1,9897,2.076842784881592
10201,0,1,1.9999750006249843,0.1,9896,2.0593438148498535
10301,0,1,1.9999750006249843,0.1,9895,2.0703999996185303
10401,0,1,1.9999750006249843,0.1,9894,2.0740344524383545
10501,0,1,1.9999750006249843,0.1,9893,2.068528413772583
10601,0,1,1.9999750006249843,0.1,9892,2.0782225131988525
10701,0,1,1.9999750006249843,0.1,9891,2.080010414123535
10801,0,1,1.9999750006249843,0.1,9890,2.084287166595459
10901,0,1,1.9999750006249843,0.1,9889,2.0710396766662598
11001,0,1,1.9999750006249843,0.1,9888,2.1132326126098633
11101,0,1,1.9999750006249843,0.1,9887,2.100187063217163
11201,0,1,1.9999750006249843,0.1,9886,2.0552315711975098
11301,0,1,1.9999750006249843,0.1,9885,2.0650551319122314
11401,0,1,1.9999750006249843,0.1,9884,2.0781447887420654
11501,0,1,1.9999750006249843,0.1,9883,2.1332945823669434
11601,0,1,1.9999750006249843,0.1,9882,2.1059935092926025
11701,0,1,1.9999750006249843,0.1,9881,2.055405855178833
11801,0,1,1.9999750006249843,0.1,9880,2.0967090129852295
11901,0,1,1.9999750006249843,0.1,9879,2.1389920711517334
12001,0,1,1.9999750006249843,0.1,9878,2.1050219535827637
12101,0,1,1.9999750006249843,0.1,9877,2.1290321350097656
12201,0,1,1.9999750006249843,0.1,9876,2.112943649291992
12301,0,1,1.9999750006249843,0.1,9875,2.083700180053711
12401,0,1,1.9999750006249843,0.1,9874,2.067227840423584
12501,0,1,1.9999750006249843,0.1,9873,2.097043991088867
12601,0,1,1.9999750006249843,0.1,9872,2.0861635208129883
12701,0,1,1.9999750006249843,0.1,9871,2.09786319732666
12801,0,1,1.9999750006249843,0.1,9870,2.1396901607513428
12901,0,1,1.9999750006249843,0.1,9869,2.0891153812408447
13001,0,1,1.9999750006249843,0.1,9868,2.059154987335205
13101,0,1,1.9999750006249843,0.1,9867,2.086874485015869
13201,0,1,1.9999750006249843,0.1,9866,2.0731313228607178
13301,0,1,1.9999750006249843,0.1,9865,2.0619640350341797
13401,0,1,1.9999750006249843,0.1,9864,2.0781280994415283
13501,0,1,1.9999750006249843,0.1,9863,2.0699985027313232
13601,0,1,1.9999750006249843,0.1,9862,2.0727715492248535
13701,0,1,1.9999750006249843,0.1,9861,2.0625457763671875
13801,0,1,1.9999750006249843,0.1,9860,2.0618183612823486
13901,0,1,1.9999750006249843,0.1,9859,2.0863609313964844
14001,0,1,1.9999750006249843,0.1,9858,2.063211441040039
14101,0,1,1.9999750006249843,0.1,9857,2.082902669906616
14201,0,1,1.9999750006249843,0.1,9856,2.075181722640991
14201,0,1,1.9999750006249843,0.1,9855,2.0658977031707764
14301,0,1,1.9999750006249843,0.1,9854,2.070765733718872
14401,0,1,1.9999750006249843,0.1,9853,2.05757999420166
14501,0,1,1.9999750006249843,0.1,9852,2.0643627643585205
14601,0,1,1.9999750006249843,0.1,9851,2.0736992359161377
14701,0,1,1.9999750006249843,0.1,9850,2.0770769119262695
14801,0,1,1.9999750006249843,0.1,9849,2.0530192852020264
14901,0,1,1.9999750006249843,0.1,9848,2.0709633827209473
15001,0,1,1.9999750006249843,0.1,9847,2.064990520477295
15101,0,1,1.9999750006249843,0.1,9846,2.060650110244751
15201,0,1,1.9999750006249843,0.1,9845,2.0774714946746826
15301,0,1,1.9999750006249843,0.1,9844,2.119349718093872
15401,0,1,1.9999750006249843,0.1,9843,2.063603639602661
15501,0,1,1.9999750006249843,0.1,9842,2.0616614818573
15601,0,1,1.9999750006249843,0.1,9841,2.1255269050598145
15701,0,1,1.9999750006249843,0.1,9840,2.1332314014434814
15801,0,1,1.9999750006249843,0.1,9839,2.095400094985962
15901,0,1,1.9999750006249843,0.1,9838,2.081045389175415
16001,0,1,1.9999750006249843,0.1,9837,2.1387767791748047
16101,0,1,1.9999750006249843,0.1,9836,2.098661422729492
16201,0,1,1.9999750006249843,0.1,9835,2.1266469955444336
16301,0,1,1.9999750006249843,0.1,9834,2.057971715927124
16401,0,1,1.9999750006249843,0.1,9833,2.1080126762390137
16501,0,1,1.9999750006249843,0.1,9832,2.0768961906433105
16601,0,1,1.9999750006249843,0.1,9831,2.065778970718384
16701,0,1,1.9999750006249843,0.1,9830,2.0692737102508545
16801,0,1,1.9999750006249843,0.1,9829,2.062375068664551
16901,0,1,1.9999750006249843,0.1,9828,2.0605831146240234
17001,0,1,1.9999750006249843,0.1,9827,2.0729284286499023
17101,0,1,1.9999750006249843,0.1,9826,2.075146198272705
17201,0,1,1.9999750006249843,0.1,9825,2.062100887298584
17301,0,1,1.9999750006249843,0.1,9824,2.0656323432922363
17401,0,1,1.9999750006249843,0.1,9823,2.068204641342163
17501,0,1,1.9999750006249843,0.1,9822,2.052459955215454
17601,0,1,1.9999750006249843,0.1,9821,2.0595247745513916
17701,0,1,1.9999750006249843,0.1,9820,2.061368227005005
17801,0,1,1.9999750006249843,0.1,9819,2.067979335784912
17901,0,1,1.9999750006249843,0.1,9818,2.077451229095459
18001,0,1,1.9999750006249843,0.1,9817,2.074444532394409
18101,0,1,1.9999750006249843,0.1,9816,2.0780115127563477
18201,0,1,1.9999750006249843,0.1,9815,2.056812047958374
18301,0,1,1.9999750006249843,0.1,9814,2.078244924545288
18401,0,1,1.9999750006249843,0.1,9813,2.059210777282715
18501,0,1,1.9999750006249843,0.1,9812,2.0705673694610596
18601,0,1,1.9999750006249843,0.1,9811,2.08225154876709
18701,0,1,1.9999750006249843,0.1,9810,2.066697359085083
18801,0,1,1.9999750006249843,0.1,9809,2.135899543762207
18901,0,1,1.9999750006249843,0.1,9808,2.1101598739624023
18901,0,1,1.9999750006249843,0.1,9807,2.1034891605377197
19001,0,1,1.9999750006249843,0.1,9806,2.1030051708221436
19101,0,1,1.9999750006249843,0.1,9805,2.089728832244873
19201,0,1,1.9999750006249843,0.1,9804,2.0951571464538574
19301,0,1,1.9999750006249843,0.1,9803,2.072655439376831
19401,0,1,1.9999750006249843,0.1,9802,2.102207660675049
19501,0,1,1.9999750006249843,0.1,9801,2.083117961883545
19601,0,1,1.9999750006249843,0.1,9800,2.0830397605895996
19701,0,1,1.9999750006249843,0.1,9799,2.095069408416748
19801,0,1,1.9999750006249843,0.1,9798,2.0997958183288574
19901,0,1,1.9999750006249843,0.1,9797,2.0872015953063965
20001,0,1,1.9999750006249843,0.1,9796,2.094010829925537
20101,0,1,1.9999750006249843,0.1,9795,2.0873053073883057
20201,0,1,1.9999750006249843,0.1,9794,2.0809383392333984
20301,0,1,1.9999750006249843,0.1,9793,2.0885684490203857
20401,0,1,1.9999750006249843,0.1,9792,2.0955958366394043
20501,0,1,1.9999750006249843,0.1,9791,2.0943334102630615
20601,0,1,1.9999750006249843,0.1,9790,2.090552806854248
20701,0,1,1.9999750006249843,0.1,9789,2.082399845123291
20801,0,1,1.9999750006249843,0.1,9788,2.092109203338623
20901,0,1,1.9999750006249843,0.1,9787,2.0714800357818604
21001,0,1,1.9999750006249843,0.1,9786,2.0943005084991455
21101,0,1,1.9999750006249843,0.1,9785,2.0787241458892822
21201,0,1,1.9999750006249843,0.1,9784,2.148968458175659
21301,0,1,1.9999750006249843,0.1,9783,2.0931572914123535
21401,0,1,1.9999750006249843,0.1,9782,2.1304898262023926
21501,0,1,1.9999750006249843,0.1,9781,2.115000009536743
21601,0,1,1.9999750006249843,0.1,9780,2.1186118125915527
21701,0,1,1.9999750006249843,0.1,9779,2.1065309047698975
21801,0,1,1.9999750006249843,0.1,9778,2.077946424484253
21901,0,1,1.9999750006249843,0.1,9777,2.104548692703247
22001,0,1,1.9999750006249843,0.1,9776,2.103954792022705
22101,0,1,1.9999750006249843,0.1,9775,2.0996692180633545
22201,0,1,1.9999750006249843,0.1,9774,2.1090266704559326
22301,0,1,1.9999750006249843,0.1,9773,2.080758810043335
22401,0,1,1.9999750006249843,0.1,9772,2.07643985748291
22501,0,1,1.9999750006249843,0.1,9771,2.0956907272338867
22601,0,1,1.9999750006249843,0.1,9770,2.094939708709717
22701,0,1,1.9999750006249843,0.1,9769,2.0911779403686523
22801,0,1,1.9999750006249843,0.1,9768,2.0942158699035645
22901,0,1,1.9999750006249843,0.1,9767,2.1546740531921387
23001,0,1,1.9999750006249843,0.1,9766,2.132474422454834
23101,0,1,1.9999750006249843,0.1,9765,2.166142702102661
23201,0,1,1.9999750006249843,0.1,9764,2.157702922821045
23301,0,1,1.9999750006249843,0.1,9763,2.1488702297210693
23401,0,1,1.9999750006249843,0.1,9762,2.1699066162109375
23501,0,1,1.9999750006249843,0.1,9761,2.191458225250244
23601,0,1,1.9999750006249843,0.1,9760,2.160640239715576
23601,0,1,1.9999750006249843,0.1,9759,2.095456123352051
23701,0,1,1.9999750006249843,0.1,9758,2.3123936653137207
23801,0,1,1.9999750006249843,0.1,9757,2.182504892349243
23901,0,1,1.9999750006249843,0.1,9756,2.151698112487793
24001,0,1,1.9999750006249843,0.1,9755,2.145023822784424
24101,0,1,1.9999750006249843,0.1,9754,2.133220672607422
24201,0,1,1.9999750006249843,0.1,9753,2.0906946659088135
24301,0,1,1.9999750006249843,0.1,9752,2.1161208152770996
24401,0,1,1.9999750006249843,0.1,9751,2.0914385318756104
24501,0,1,1.9999750006249843,0.1,9750,2.101210355758667
24601,0,1,1.9999750006249843,0.1,9749,2.07318377494812
24701,0,1,1.9999750006249843,0.1,9748,2.0727083683013916
24801,0,1,1.9999750006249843,0.1,9747,2.0935380458831787
24901,0,1,1.9999750006249843,0.1,9746,2.0831573009490967
25001,0,1,1.9999750006249843,0.1,9745,2.09714937210083
25101,0,1,1.9999750006249843,0.1,9744,2.0940754413604736
25201,0,1,1.9999750006249843,0.1,9743,2.0801897048950195
25301,0,1,1.9999750006249843,0.1,9742,2.0886294841766357
25401,0,1,1.9999750006249843,0.1,9741,2.1072473526000977
25501,0,1,1.9999750006249843,0.1,9740,2.118971586227417
25601,0,1,1.9999750006249843,0.1,9739,2.1200990676879883
25701,0,1,1.9999750006249843,0.1,9738,2.132258415222168
25801,0,1,1.9999750006249843,0.1,9737,2.0816943645477295
25901,0,1,1.9999750006249843,0.1,9736,2.0953729152679443
26001,0,1,1.9999750006249843,0.1,9735,2.1005332469940186
26101,0,1,1.9999750006249843,0.1,9734,2.100761651992798
26201,0,1,1.9999750006249843,0.1,9733,2.09922194480896
26301,0,1,1.9999750006249843,0.1,9732,2.0945122241973877
26401,0,1,1.9999750006249843,0.1,9731,2.0799970626831055
26501,0,1,1.9999750006249843,0.1,9730,2.0896384716033936
26601,0,1,1.9999750006249843,0.1,9729,2.0881764888763428
26701,0,1,1.9999750006249843,0.1,9728,2.098666191101074
26801,0,1,1.9999750006249843,0.1,9727,2.093207836151123
26901,0,1,1.9999750006249843,0.1,9726,2.0792946815490723
27001,0,1,1.9999750006249843,0.1,9725,2.0869224071502686
27101,0,1,1.9999750006249843,0.1,9724,2.089308977127075
27201,0,1,1.9999750006249843,0.1,9723,2.10588002204895
27301,0,1,1.9999750006249843,0.1,9722,2.0923171043395996
27401,0,1,1.9999750006249843,0.1,9721,2.100571393966675
27501,0,1,1.9999750006249843,0.1,9720,2.1477930545806885
27601,0,1,1.9999750006249843,0.1,9719,2.1177048683166504
27701,0,1,1.9999750006249843,0.1,9718,2.1303305625915527
27801,0,1,1.9999750006249843,0.1,9717,2.17233943939209
27901,0,1,1.9999750006249843,0.1,9716,2.1704461574554443
28001,0,1,1.9999750006249843,0.1,9715,2.2027735710144043
28101,0,1,1.9999750006249843,0.1,9714,2.166560411453247
28201,0,1,1.9999750006249843,0.1,9713,2.1964404582977295
28301,0,1,1.9999750006249843,0.1,9712,2.0736756324768066
28301,0,1,1.9999750006249843,0.1,9711,2.192939043045044
28401,0,1,1.9999750006249843,0.1,9710,2.1632072925567627
28501,0,1,1.9999750006249843,0.1,9709,2.18373966217041
28601,0,1,1.9999750006249843,0.1,9708,2.1127870082855225
28701,0,1,1.9999750006249843,0.1,9707,2.1424179077148438
28801,0,1,1.9999750006249843,0.1,9706,2.170330762863159
28901,0,1,1.9999750006249843,0.1,9705,2.0952322483062744
29001,0,1,1.9999750006249843,0.1,9704,2.152714490890503
29101,0,1,1.9999750006249843,0.1,9703,2.0909969806671143
29201,0,1,1.9999750006249843,0.1,9702,2.0851502418518066
29301,0,1,1.9999750006249843,0.1,9701,2.0946497917175293
29401,0,1,1.9999750006249843,0.1,9700,2.10160756111145
29501,0,1,1.9999750006249843,0.1,9699,2.102113723754883
29601,0,1,1.9999750006249843,0.1,9698,2.0946145057678223
29701,0,1,1.9999750006249843,0.1,9697,2.077550172805786
29801,0,1,1.9999750006249843,0.1,9696,2.083528757095337
29901,0,1,1.9999750006249843,0.1,9695,2.0807764530181885
30001,0,1,1.9999750006249843,0.1,9694,2.0751349925994873
30101,0,1,1.9999750006249843,0.1,9693,2.1005020141601562
30201,0,1,1.9999750006249843,0.1,9692,2.077110767364502
30301,0,1,1.9999750006249843,0.1,9691,2.0730397701263428
30401,0,1,1.9999750006249843,0.1,9690,2.071967601776123
30501,0,1,1.9999750006249843,0.1,9689,2.0967512130737305
30601,0,1,1.9999750006249843,0.1,9688,2.0885322093963623
30701,0,1,1.9999750006249843,0.1,9687,2.082479476928711
30801,0,1,1.9999750006249843,0.1,9686,2.092916250228882
30901,0,1,1.9999750006249843,0.1,9685,2.074754476547241
31001,0,1,1.9999750006249843,0.1,9684,2.070443868637085
31101,0,1,1.9999750006249843,0.1,9683,2.0836260318756104
31201,0,1,1.9999750006249843,0.1,9682,2.077038288116455
31301,0,1,1.9999750006249843,0.1,9681,2.089472770690918
31401,0,1,1.9999750006249843,0.1,9680,2.07820463180542
31501,0,1,1.9999750006249843,0.1,9679,2.0690321922302246
31601,0,1,1.9999750006249843,0.1,9678,2.052767753601074
31701,0,1,1.9999750006249843,0.1,9677,2.1016719341278076
31801,0,1,1.9999750006249843,0.1,9676,2.0887999534606934
31901,0,1,1.9999750006249843,0.1,9675,2.1246871948242188
32001,0,1,1.9999750006249843,0.1,9674,2.128063201904297
32101,0,1,1.9999750006249843,0.1,9673,2.128350019454956
32201,0,1,1.9999750006249843,0.1,9672,2.1545569896698
32301,0,1,1.9999750006249843,0.1,9671,2.14384126663208
32401,0,1,1.9999750006249843,0.1,9670,2.1041769981384277
32501,0,1,1.9999750006249843,0.1,9669,2.166464328765869
32601,0,1,1.9999750006249843,0.1,9668,2.1552977561950684
32701,0,1,1.9999750006249843,0.1,9667,2.1473209857940674
32801,0,1,1.9999750006249843,0.1,9666,2.1777470111846924
32901,0,1,1.9999750006249843,0.1,9665,2.176405429840088
33001,0,1,1.9999750006249843,0.1,9664,2.157425880432129
33001,0,1,1.9999750006249843,0.1,9663,2.2251930236816406
33101,0,1,1.9999750006249843,0.1,9662,2.1372506618499756
33201,0,1,1.9999750006249843,0.1,9661,2.1436071395874023
33301,0,1,1.9999750006249843,0.1,9660,2.16170334815979
33401,0,1,1.9999750006249843,0.1,9659,2.135619878768921
33501,0,1,1.9999750006249843,0.1,9658,2.194978713989258
33601,0,1,1.9999750006249843,0.1,9657,2.1479694843292236
33701,0,1,1.9999750006249843,0.1,9656,2.102220058441162
33801,0,1,1.9999750006249843,0.1,9655,2.1186327934265137
33901,0,1,1.9999750006249843,0.1,9654,2.14890718460083
34001,0,1,1.9999750006249843,0.1,9653,2.1251747608184814
34101,0,1,1.9999750006249843,0.1,9652,2.120879650115967
34201,0,1,1.9999750006249843,0.1,9651,2.1075563430786133
34301,0,1,1.9999750006249843,0.1,9650,2.1115047931671143
34401,0,1,1.9999750006249843,0.1,9649,2.069648027420044
34501,0,1,1.9999750006249843,0.1,9648,2.095900535583496
34601,0,1,1.9999750006249843,0.1,9647,2.0991337299346924
34701,0,1,1.9999750006249843,0.1,9646,2.095461845397949
34801,0,1,1.9999750006249843,0.1,9645,2.09049391746521
34901,0,1,1.9999750006249843,0.1,9644,2.075921058654785
35001,0,1,1.9999750006249843,0.1,9643,2.0899579524993896
35101,0,1,1.9999750006249843,0.1,9642,2.093665599822998
35201,0,1,1.9999750006249843,0.1,9641,2.091736316680908
35301,0,1,1.9999750006249843,0.1,9640,2.096755266189575
35401,0,1,1.9999750006249843,0.1,9639,2.1024813652038574
35501,0,1,1.9999750006249843,0.1,9638,2.096940755844116
35601,0,1,1.9999750006249843,0.1,9637,2.095630407333374
35701,0,1,1.9999750006249843,0.1,9636,2.0770938396453857
35801,0,1,1.9999750006249843,0.1,9635,2.0992164611816406
35901,0,1,1.9999750006249843,0.1,9634,2.1004769802093506
36001,0,1,1.9999750006249843,0.1,9633,2.088271141052246
36101,0,1,1.9999750006249843,0.1,9632,2.0924158096313477
36201,0,1,1.9999750006249843,0.1,9631,2.091049909591675
36301,0,1,1.9999750006249843,0.1,9630,2.084027051925659
36401,0,1,1.9999750006249843,0.1,9629,2.1068613529205322
36501,0,1,1.9999750006249843,0.1,9628,2.087324619293213
36601,0,1,1.9999750006249843,0.1,9627,2.1040022373199463
36701,0,1,1.9999750006249843,0.1,9626,2.154951810836792
36801,0,1,1.9999750006249843,0.1,9625,2.2019119262695312
36901,0,1,1.9999750006249843,0.1,9624,2.130160093307495
37001,0,1,1.9999750006249843,0.1,9623,2.18550968170166
37101,0,1,1.9999750006249843,0.1,9622,2.1127610206604004
37201,0,1,1.9999750006249843,0.1,9621,2.170844078063965
37301,0,1,1.9999750006249843,0.1,9620,2.192009925842285
37401,0,1,1.9999750006249843,0.1,9619,2.2229321002960205
37501,0,1,1.9999750006249843,0.1,9618,2.166140556335449
37601,0,1,1.9999750006249843,0.1,9617,2.141700029373169
37701,0,1,1.9999750006249843,0.1,9616,2.129316806793213
37701,0,1,1.9999750006249843,0.1,9615,2.2333827018737793
37801,0,1,1.9999750006249843,0.1,9614,2.2291195392608643
37901,0,1,1.9999750006249843,0.1,9613,2.1076247692108154
38001,0,1,1.9999750006249843,0.1,9612,2.2334251403808594
38101,0,1,1.9999750006249843,0.1,9611,2.183105945587158
38201,0,1,1.9999750006249843,0.1,9610,2.12294864654541
38301,0,1,1.9999750006249843,0.1,9609,2.091456174850464
38401,0,1,1.9999750006249843,0.1,9608,2.1050212383270264
38501,0,1,1.9999750006249843,0.1,9607,2.1713991165161133
38601,0,1,1.9999750006249843,0.1,9606,2.1337428092956543
38701,0,1,1.9999750006249843,0.1,9605,2.1190009117126465
38801,0,1,1.9999750006249843,0.1,9604,2.078202962875366
38901,0,1,1.9999750006249843,0.1,9603,2.0785975456237793
39001,0,1,1.9999750006249843,0.1,9602,2.078010320663452
39101,0,1,1.9999750006249843,0.1,9601,2.0714361667633057
39201,0,1,1.9999750006249843,0.1,9600,2.0762548446655273
39301,0,1,1.9999750006249843,0.1,9599,2.0815932750701904
39401,0,1,1.9999750006249843,0.1,9598,2.0758209228515625
39501,0,1,1.9999750006249843,0.1,9597,2.0765297412872314
39601,0,1,1.9999750006249843,0.1,9596,2.089160442352295
39701,0,1,1.9999750006249843,0.1,9595,2.0673582553863525
39801,0,1,1.9999750006249843,0.1,9594,2.0768582820892334
39901,0,1,1.9999750006249843,0.1,9593,2.094456195831299
40001,0,1,1.9999750006249843,0.1,9592,2.0826361179351807
