lineLimit,relCount,blankQueryTime
200,0,0.012401533126831055
300,26,0.0034000396728515623
400,28,0.0029998779296875
500,84,0.0025997161865234375
600,96,0.0037998199462890626
700,96,0.0035999298095703127
800,192,0.004199790954589844
900,245,0.0056000232696533205
1000,336,0.007000732421875
1100,344,0.005600833892822265
1200,414,0.006803750991821289
1300,520,0.007600259780883789
1400,570,0.007800531387329101
1500,660,0.006400537490844726
1600,680,0.009000682830810547
1700,792,0.010199499130249024
1800,847,0.009686994552612304
1900,880,0.010396671295166016
2000,935,0.01460127830505371
2100,1001,0.006600332260131836
2200,1012,0.009200716018676757
2300,1045,0.012002992630004882
2400,1089,0.009200191497802735
2500,1248,0.013112783432006836
2600,1272,0.014002132415771484
2700,1344,0.01439809799194336
2800,1380,0.013803958892822266
2900,1476,0.014401531219482422
3000,1524,0.015846776962280273
3100,1690,0.013803386688232422
3200,1742,0.012801027297973633
3300,1768,0.018001413345336913
3400,1794,0.01905202865600586
3500,1846,0.01940159797668457
3600,1898,0.01800112724304199
3700,2114,0.01700143814086914
3800,2142,0.021003103256225585
3900,2340,0.021601247787475585
4000,2385,0.022801780700683595
4100,2475,0.020601511001586914
4200,2704,0.04344849586486817
4300,2736,0.03160223960876465
4400,2941,0.023002767562866212
4500,3009,0.027802705764770508
4600,3094,0.023401975631713867
4700,3420,0.0256014347076416
4800,3648,0.02520155906677246
4900,3762,0.022801876068115234
5000,3800,0.025893735885620116
5100,3838,0.024201345443725587
5200,3895,0.03379826545715332
5300,3990,0.03220205307006836
5400,4280,0.03380284309387207
5500,4641,0.024999570846557618
5600,4704,0.030202150344848633
5700,4809,0.03780455589294433
5800,5170,0.03700413703918457
5900,5192,0.03480496406555176
6000,5258,0.03684544563293457
6100,5612,0.03989219665527344
6200,5681,0.03200254440307617
6300,5819,0.03720278739929199
6400,5957,0.03800287246704102
6500,6336,0.04700322151184082
6600,6456,0.03320188522338867
6700,6552,0.04160323143005371
6800,6648,0.04572758674621582
6900,6672,0.023801517486572266
7000,6744,0.04753232002258301
7100,7125,0.05040044784545898
7200,7175,0.049203920364379886
7300,7566,0.04740395545959473
7400,7592,0.05100359916687012
7500,7644,0.04580402374267578
7600,7696,0.02920217514038086
7700,8100,0.058004331588745114
7800,8624,0.05083022117614746
7900,8764,0.051001119613647464
8000,8876,0.044676589965820315
8100,9251,0.056249046325683595
8200,9367,0.049204349517822266
8300,9396,0.05160412788391113
8400,9900,0.06072731018066406
8500,10385,0.060004901885986325
8600,11154,0.057801008224487305
8700,11319,0.06536531448364258
8800,11352,0.04500398635864258
8900,11550,0.05820698738098144
9000,11715,0.06824641227722168
9100,11979,0.047205638885498044
9200,12111,0.06997466087341309
9300,12648,0.06400437355041504
9400,12716,0.06440567970275879
9500,13265,0.07000570297241211
9600,14171,0.06900315284729004
9700,14393,0.06444439888000489
9800,14615,0.0554041862487793
9900,14800,0.06780314445495605
10000,14800,0.06120057106018066
10100,14911,0.04780721664428711
10200,15022,0.0806044578552246
10300,15170,0.05540456771850586
10400,15355,0.08190340995788574
10500,15503,0.06980843544006347
10600,16575,0.09400973320007325
10700,16653,0.06800146102905273
10800,16731,0.08860898017883301
10900,16926,0.07581133842468261
11000,17680,0.07600603103637696
11100,17760,0.08400602340698242
11200,18491,0.06600518226623535
11300,19026,0.04640374183654785
11400,19651,0.05140385627746582
11500,20284,0.08960752487182617
11600,20925,0.10520524978637695
11700,21574,0.08921003341674805
11800,22704,0.12501649856567382
11900,22944,0.11839728355407715
12000,23520,0.10460920333862304
12100,23716,0.12161035537719726
12200,23863,0.0960073471069336
12300,24450,0.12721033096313478
12400,24550,0.09540810585021972
12500,24800,0.07780666351318359
12600,24900,0.11820750236511231
12700,25653,0.13441042900085448
12800,25908,0.13541150093078613
12900,26624,0.1313793182373047
13000,26832,0.1142094612121582
13100,27040,0.11521263122558593
13200,27196,0.10481252670288085
13300,27612,0.13161063194274902
13400,27924,0.13761138916015625
13500,28080,0.13561429977416992
13600,28340,0.12161140441894532
13700,28496,0.11968474388122559
13800,28808,0.15145697593688964
13900,29680,0.17424330711364747
14000,29998,0.09320740699768067
14100,31460,0.16121788024902345
14200,31570,0.16101517677307128
14300,32010,0.17441177368164062
14400,32120,0.13704662322998046
14500,33152,0.14201488494873046
14600,33432,0.13020992279052734
14700,33712,0.09320764541625977
14800,34428,0.1804145336151123
14900,35322,0.15894322395324706
15000,36285,0.14421234130859376
15100,36521,0.1330111503601074
15200,36757,0.1832798480987549
15300,36934,0.1650402069091797
15400,37170,0.18201417922973634
15500,37583,0.1688459873199463
15600,37996,0.1588127613067627
15700,38700,0.17301416397094727
15800,39000,0.1700383186340332
15900,39240,0.20001673698425293
16000,40321,0.18161516189575194
16100,40626,0.17301387786865235
16200,41974,0.1868150234222412
16300,43029,0.1896148681640625
16400,44096,0.20561661720275878
16500,44480,0.22281808853149415
16600,44608,0.21461749076843262
16700,45695,0.22464747428894044
16800,45890,0.20296454429626465
16900,46085,0.19481630325317384
17000,46475,0.13448405265808105
17100,46865,0.19441556930541992
17200,47190,0.17501411437988282
17300,47385,0.19501562118530275
17400,48035,0.196212100982666
17500,48490,0.10700855255126954
17600,48620,0.1228100299835205
17700,48685,0.10360698699951172
17800,49764,0.12020583152770996
17900,49896,0.10500917434692383
18000,50028,0.10921220779418946
18100,50160,0.10681185722351075
18200,50556,0.1320112705230713
18300,51523,0.11400642395019531
18400,51992,0.14581146240234374
18500,52059,0.13660621643066406
18600,52327,0.15391621589660645
18700,52662,0.17101049423217773
18800,54060,0.16741323471069336
18900,54196,0.14721174240112306
19000,55338,0.15381207466125488
19100,55683,0.15201163291931152
19200,55821,0.13738737106323243
19300,56980,0.12280988693237305
19400,57120,0.16861376762390137
19500,58291,0.16803088188171386
19600,58433,0.18361730575561525
19700,59544,0.1648097038269043
19800,59904,0.13921151161193848
19900,61174,0.16841354370117187
20000,61466,0.16301369667053223
20100,61539,0.155814266204834
20200,61612,0.1820709228515625
20300,62826,0.2104177951812744
20400,63196,0.21081700325012206
20500,63344,0.19061574935913086
20600,63492,0.17481412887573242
20700,64010,0.21041493415832518
20800,66120,0.12961106300354003
20900,66348,0.22542171478271483
21000,66728,0.17601366043090821
21100,67184,0.18721485137939453
21200,68530,0.15561265945434571
21300,69810,0.19746732711791992
21400,70044,0.18061389923095703
21500,70200,0.19760046005249024
21600,71574,0.1482083797454834
21700,73872,0.2704251766204834
21800,74115,0.2154146194458008
21900,74358,0.28702497482299805
22000,74682,0.19281535148620604
22100,74925,0.24501986503601075
22200,75168,0.20930037498474122
22300,75492,0.2550209522247314
22400,75978,0.23521924018859863
22500,76140,0.1814116954803467
22600,76464,0.22781853675842284
22700,76626,0.21342077255249023
22800,76788,0.22383031845092774
22900,77031,0.24402008056640626
23000,77193,0.2447227954864502
23100,77517,0.2372189998626709
23200,77841,0.2682178974151611
23300,79212,0.20646090507507325
23400,79786,0.2358191967010498
23500,80114,0.21002001762390138
23600,80524,0.19900927543640137
23700,82170,0.17743320465087892
23800,82502,0.20801334381103515
23900,82834,0.20143189430236816
24000,83083,0.23561878204345704
24100,84588,0.2200169563293457
24200,86020,0.27001500129699707
24300,86530,0.3490406036376953
24400,86870,0.302427339553833
24500,87210,0.33277320861816406
24600,88580,0.34279260635375974
24700,88752,0.3513990879058838
24800,89268,0.39682846069335936
24900,89698,0.373627758026123
25000,91437,0.3696288585662842
25100,93984,0.40732731819152834
25200,96551,0.4030307292938232
25300,97188,0.42063474655151367
25400,98532,0.3582291126251221
25500,98808,0.3728312969207764
25600,99268,0.30022468566894533
25700,100004,0.3724857807159424
25800,100464,0.3684263229370117
25900,101016,0.4028329372406006
26000,102486,0.30542469024658203
26100,102486,0.31827478408813475
26200,102579,0.3082247734069824
26300,102672,0.32222566604614256
26400,102765,0.37063045501708985
26500,103137,0.34982848167419434
26600,103602,0.43863348960876464
26700,105186,0.39359002113342284
26800,105280,0.37963194847106935
26900,105468,0.30942502021789553
27000,107065,0.363629674911499
27100,107540,0.36096863746643065
27200,108015,0.2586244583129883
27300,109728,0.3972326278686523
27400,112504,0.3894315242767334
27500,113484,0.3478290557861328
27600,116600,0.44228453636169435
27700,117200,0.42163615226745604
27800,120054,0.3895132064819336
27900,120258,0.47223854064941406
28000,120768,0.5046251773834228
28100,120972,0.40244855880737307
28200,121074,0.5650662422180176
28300,121482,0.4366354465484619
28400,121686,0.43863277435302733
28500,124696,0.5084412097930908
28600,126210,0.37383012771606444
28700,128048,0.4620445728302002
28800,128684,0.4378389835357666
28900,129108,0.4446071147918701
29000,129426,0.5834450721740723
29100,129744,0.48143439292907714
29200,131610,0.4457955837249756
29300,132145,0.44283628463745117
29400,132466,0.5035799980163574
29500,132894,0.40923681259155276
29600,133429,0.41463699340820315
29700,135324,0.41843357086181643
29800,137231,0.48463973999023435
29900,138930,0.4551093578338623
30000,139590,0.4540823459625244
30100,139920,0.38288068771362305
30200,140360,0.4432359218597412
30300,140690,0.5229260444641113
30400,141020,0.46423845291137694
30500,144256,0.47203793525695803
30600,144480,0.5646494388580322
30700,146448,0.5186421871185303
30800,146561,0.46503849029541017
30900,147352,0.35767221450805664
31000,147804,0.5917659759521484
31100,148708,0.5790702819824218
31200,149725,0.4620412826538086
31300,154744,0.5106323719024658
31400,155208,0.5628470420837403
31500,155788,0.5090409278869629
31600,156368,0.47906103134155276
31700,156600,0.4726235389709473
31800,156716,0.41663413047790526
31900,156832,0.451643180847168
32000,157180,0.46263723373413085
32100,157644,0.563047456741333
32200,159471,0.5526270866394043
32300,160056,0.45363812446594237
32400,160875,0.49044036865234375
32500,161109,0.4050326347351074
32600,161694,0.5437640190124512
32700,162279,0.6391544818878174
32800,166005,0.6508535385131836
32900,166838,0.5247706890106201
33000,168720,0.6735410690307617
33100,169200,0.5276432037353516
33200,169680,0.675339651107788
33300,170280,0.6312516212463379
33400,172304,0.565846586227417
33500,172546,0.5728475093841553
33600,172788,0.4758756637573242
33700,174704,0.6026960372924804
33800,175070,0.5530019283294678
33900,175192,0.608651065826416
34000,177735,0.5936483383178711
34100,178104,0.5088561534881592
34200,178350,0.5506414890289306
34300,181750,0.7236592292785644
34400,183582,0.680858850479126
34500,185928,0.6998330116271972
34600,188032,0.6762549877166748
34700,188928,0.7016274452209472
34800,191049,0.6345852375030517
34900,194797,0.6524530410766601
35000,196944,0.7244626522064209
35100,197208,0.6232507228851318
35200,197340,0.7088629722595214
35300,197604,0.8322677135467529
35400,198132,0.7248510837554931
35500,198132,0.6150501251220704
35600,200165,0.7138607978820801
35700,200697,0.6040464878082276
35800,201894,0.5896481990814209
35900,202293,0.6800017356872559
36000,203224,0.6064605712890625
36100,203889,0.5704459190368653
36200,204155,0.5336332798004151
36300,204687,0.6076486110687256
36400,205219,0.7334603309631348
36500,205618,0.6248507976531983
36600,206017,0.4798393249511719
36700,206017,0.6986535549163818
36800,208236,0.7954367637634278
36900,208638,0.6974567890167236
37000,210735,0.6034098625183105
37100,211410,0.7542621612548828
37200,212220,0.5994487285614014
37300,216323,0.6574694633483886
37400,217008,0.6772542953491211
37500,217693,0.6828559875488281
37600,217830,0.6650570392608642
37700,220248,0.6354517459869384
37800,220938,0.6554571151733398
37900,221352,0.681855583190918
38000,223373,0.6056529998779296
38100,224346,0.9023594379425048
38200,224902,0.8042380332946777
38300,225458,0.8934765815734863
38400,227500,0.657853651046753
38500,229407,0.6864560127258301
38600,231602,0.8048971652984619
38700,235296,0.7873112201690674
38800,239294,0.7243461608886719
38900,241815,0.901632022857666
39000,243904,0.8900654792785645
39100,244792,0.8697339057922363
39200,245236,0.7104586601257324
39300,247787,0.809065580368042
39400,249900,0.8934727191925049
39500,250500,1.0224838733673096
39600,252623,0.6614542484283448
39700,253378,0.7227055549621582
39800,254133,0.7040571689605712
39900,254435,0.9483597755432129
40000,255039,0.7577127933502197
40100,255341,0.8139714241027832
